Region,Crop,Variety,Rainfall (mm),Temperature (°C),Arrival (Quintals),Min Price (Rs/qtl),Max Price (Rs/qtl),Modal Price (Rs/qtl),Humidity (%),Pesticide Used (litres/ha)
Maharashtra,Rice,Basmati,26.66,39.82,682.14,1644.41,1805.33,1785.33,40.99,4.34
Tamil Nadu,Tomato,Local Red,31.9,28.13,2138.73,1508.89,1641.22,1621.22,46.98,1.16
Uttar Pradesh,Potato,Kufri Jyoti,128.68,35.05,1802.55,1628.2,1706.6,1686.6,83.51,3.18
Maharashtra,Maize,Hybrid-1,122.56,37.16,1019.17,916.98,1061.87,1041.87,90.13,4.24
Bihar,Wheat,HD-2967,70.92,39.93,981.08,1647.34,1734.93,1714.93,53.35,3.5
Maharashtra,Rice,Basmati,100,32.14,669.47,1302.87,1381.84,1361.84,77.54,2.54
Bihar,Onion,Nashik Red,62.82,32.01,2701.36,1617.66,1728.65,1708.65,81.77,4.06
Karnataka,Maize,Hybrid-1,96.69,32.89,632.62,1282.83,1456.94,1436.94,44.55,3.64
Uttar Pradesh,Tomato,Local Red,85.1,25.01,1736.2,820.75,983.48,963.48,84.4,3.46
Punjab,Tomato,Local Red,54.65,39.25,2391.98,1283.73,1451.38,1431.38,46.63,4.34
Punjab,Tomato,Local Red,137.63,39.8,1766.45,788.74,930.97,910.97,71.83,3.38
Punjab,Onion,Nashik Red,5.01,38.28,2574.21,1358.48,1457.3,1437.3,75.92,2.09
Tamil Nadu,Potato,Kufri Jyoti,65.52,34.86,1785.03,1507.27,1737.69,1717.69,85.41,1.82
Karnataka,Rice,Basmati,108.36,35.21,481.02,1760.21,1944.89,1924.89,64.27,2.72
Maharashtra,Tomato,Local Red,16.8,32.39,1829.87,967.09,1133.27,1113.27,59.32,2.42
Tamil Nadu,Onion,Nashik Red,63.48,32.1,1901.97,1611.77,1711.66,1691.66,87.87,1.24
Karnataka,Rice,Basmati,52.23,30.66,537.26,1321.83,1463.13,1443.13,57.61,4.94
Karnataka,Wheat,HD-2967,6.79,40.54,766.25,1115.59,1283.79,1263.79,47.45,3.37
Tamil Nadu,Onion,Nashik Red,30.4,29.22,1600.37,1063.57,1236.98,1216.98,49.5,2.71
Bihar,Tomato,Local Red,104.59,29.68,1689.39,816.99,982.52,962.52,57.3,3.1
Uttar Pradesh,Tomato,Local Red,116.37,40.03,1759.89,1665.97,1790.5,1770.5,71.43,3.92
Bihar,Wheat,HD-2967,59.1,37.04,653.92,939.91,1089.97,1069.97,43.31,2.58
Uttar Pradesh,Potato,Kufri Jyoti,97.3,34.02,2346.28,978.77,1191.72,1171.72,44.64,4.11
Bihar,Wheat,HD-2967,26.3,26.98,696.68,1538.64,1646.66,1626.66,90.66,1.7
Uttar Pradesh,Onion,Nashik Red,11.96,26.83,2487.86,1316.26,1406.85,1386.85,75.45,3.35
Punjab,Potato,Kufri Jyoti,80.48,26.99,1880.35,1123.64,1297.86,1277.86,45.07,4.88
Karnataka,Tomato,Local Red,149.43,34.29,1865.45,1490.03,1658.02,1638.02,77.55,2.93
Tamil Nadu,Onion,Nashik Red,45.24,30.18,2186,1645.59,1856.27,1836.27,88.99,4.41
Uttar Pradesh,Tomato,Local Red,55.45,28.16,1743.56,835.15,928.63,908.63,74.45,2.26
Punjab,Maize,Hybrid-1,31.98,35.77,424.49,1755.74,1967.22,1947.22,85.69,4.99
Bihar,Onion,Nashik Red,84.58,27.97,1645.15,1059.48,1248.84,1228.84,84.66,1.58
Tamil Nadu,Onion,Nashik Red,114.73,29.81,2473.99,1673.4,1783.2,1763.2,46.63,3.21
Karnataka,Potato,Kufri Jyoti,108.25,31.97,2647.86,1294.46,1440.73,1420.73,42.46,3.82
Bihar,Rice,Basmati,119.68,36.85,494.67,1677.69,1851.37,1831.37,54.41,3.48
Maharashtra,Onion,Nashik Red,66.25,37.27,2591.25,1637.08,1861.3,1841.3,39.77,4.23
Tamil Nadu,Tomato,Local Red,55.52,36.08,1828.86,1173.74,1275.15,1255.15,50.81,4.56
Karnataka,Rice,Basmati,99.97,32.29,418.24,1515.64,1719.96,1699.96,50.47,4.18
Punjab,Wheat,HD-2967,12.77,28.25,502.3,1914.09,2003.86,1983.86,49.52,1.69
Maharashtra,Onion,Nashik Red,89.1,31.93,828.37,1010.84,1172.57,1152.57,67.17,4.67
Tamil Nadu,Tomato,Local Red,117.77,35.25,2456.74,899.49,1006.78,986.78,86.26,4.8
Bihar,Maize,Hybrid-1,62.28,30.2,646.37,1723.61,1810.64,1790.64,75.78,4.45
Karnataka,Potato,Kufri Jyoti,25.12,26.11,2176.08,811.56,878.28,858.28,47.93,1.42
Punjab,Maize,Hybrid-1,54.4,32.93,670.64,1514.84,1741.23,1721.23,43.95,3.09
Maharashtra,Rice,Basmati,35.74,29.86,519.03,1556.75,1645.07,1625.07,43.93,2.18
Bihar,Onion,Nashik Red,132.95,33.8,1693.7,1180.57,1257.32,1237.32,62.31,3.17
Karnataka,Tomato,Local Red,123.26,29.85,1710.2,830.63,903.81,883.81,66.04,4.72
Uttar Pradesh,Tomato,Local Red,121.37,31.12,2759.57,1255.01,1423.75,1403.75,84.97,4.94
Punjab,Potato,Kufri Jyoti,12.89,28.32,2804.18,1580.62,1717.93,1697.93,83.47,4.63
Tamil Nadu,Wheat,HD-2967,59.74,40.07,948.32,1601.71,1700.78,1680.78,75.21,2.03
Punjab,Maize,Hybrid-1,75.44,27.11,850.52,1406.93,1484.29,1464.29,74.6,1.45
Punjab,Onion,Nashik Red,51.58,31.22,2334.48,1323.66,1438.57,1418.57,89.62,1.74
Punjab,Tomato,Local Red,39.13,30.96,1876.91,1314.64,1463.85,1443.85,53.46,4.33
Punjab,Rice,Basmati,116.67,38.02,992.25,1500.68,1587.21,1567.21,66.86,1
Bihar,Onion,Nashik Red,64.18,26.15,2227.04,1589.07,1681.14,1661.14,75.54,1.86
Karnataka,Wheat,HD-2967,133.91,39.7,836.28,1493.17,1599.86,1579.86,66.02,4.08
Uttar Pradesh,Potato,Kufri Jyoti,121.03,26.11,2337.02,852.94,1062.83,1042.83,82.48,4.63
Bihar,Rice,Basmati,128.74,27.2,754.56,1546.38,1736.17,1716.17,72.47,3.49
Karnataka,Rice,Basmati,128.98,31.83,1022.6,1531.67,1703.59,1683.59,87.56,4.57
Karnataka,Rice,Basmati,63.45,38.85,801.18,1209.95,1399.13,1379.13,89.71,4.17
Tamil Nadu,Onion,Nashik Red,126.28,32.05,2595.87,804.89,980.33,960.33,70.52,2.55
Punjab,Tomato,Local Red,118.46,30.46,2893.47,1402.63,1625.75,1605.75,58.77,4.92
Tamil Nadu,Wheat,HD-2967,141.03,38.29,434.37,1742.2,1951.95,1931.95,62.43,4.51
Karnataka,Potato,Kufri Jyoti,47.8,34.72,2289.93,1009.01,1200.2,1180.2,83.5,3.21
Karnataka,Wheat,HD-2967,97.06,38.94,905.38,1709.7,1881.63,1861.63,42.47,4.79
Bihar,Rice,Basmati,6.86,24.76,685.33,1463.7,1626.56,1606.56,45.77,4.33
Punjab,Maize,Hybrid-1,123.76,24.81,788.15,1194.25,1337.82,1317.82,40.58,4.07
Bihar,Rice,Basmati,133.34,32.03,442.3,1274.36,1330.74,1310.74,65.7,2.58
Tamil Nadu,Wheat,HD-2967,120.78,39.07,616.01,1031.27,1175.48,1155.48,62.39,3.03
Bihar,Rice,Basmati,7.84,35.99,842.6,827,932.06,912.06,54.92,2.39
Maharashtra,Wheat,HD-2967,18.74,29.04,853.16,872.83,1044.21,1024.21,71.62,2.86
Maharashtra,Onion,Nashik Red,19.96,24.97,2879.76,1700.02,1801.26,1781.26,70.6,1.57
Punjab,Maize,Hybrid-1,97.81,33.28,595.95,1046.61,1115.25,1095.25,73.66,2.26
Uttar Pradesh,Maize,Hybrid-1,128.3,26.91,382.96,1529,1609.58,1589.58,72.38,4.18
Karnataka,Onion,Nashik Red,57.34,28.18,2895.41,1185.79,1388.02,1368.02,46.1,3.78
Maharashtra,Potato,Kufri Jyoti,3.31,30.64,2666.19,1540.75,1630.55,1610.55,85.23,4.58
Maharashtra,Rice,Basmati,82.85,38.09,607.82,1722.3,1889.11,1869.11,44.3,1.82
Bihar,Wheat,HD-2967,125.07,26.4,610.25,1021.36,1099.2,1079.2,44.66,2.58
Karnataka,Rice,Basmati,128.24,31.79,810.84,873.33,992.87,972.87,44.99,4.98
Maharashtra,Wheat,HD-2967,68.49,30.23,512.86,1590.2,1690.36,1670.36,76.01,1.42
Tamil Nadu,Potato,Kufri Jyoti,122.44,27.99,1971.88,1152.45,1325.3,1305.3,90.79,3.41
Uttar Pradesh,Rice,Basmati,72.24,31.72,728.84,1019.44,1185.18,1165.18,62.19,3.67
Bihar,Potato,Kufri Jyoti,109.16,30.3,1619.97,1133.61,1258.71,1238.71,47.22,4.45
Maharashtra,Rice,Basmati,130.98,34.87,516.92,1449.89,1541.8,1521.8,45.99,3.08
Punjab,Potato,Kufri Jyoti,18.05,26.77,1513.02,1364.07,1581.25,1561.25,88.34,3.74
Karnataka,Maize,Hybrid-1,127.68,25.85,540.22,1723.12,1879.45,1859.45,79.74,3.85
Punjab,Onion,Nashik Red,11.68,30.22,1628.67,1194.72,1288.5,1268.5,51.35,4.37
Uttar Pradesh,Wheat,HD-2967,104.2,29.04,943.14,1011.43,1138.28,1118.28,78.76,1.85
Punjab,Potato,Kufri Jyoti,21.51,27.05,1799.88,1427.6,1520.23,1500.23,82.96,3.6
Tamil Nadu,Wheat,HD-2967,22.87,35.99,1077.56,940.33,1014.17,994.17,80.27,4.99
Punjab,Onion,Nashik Red,60.43,27.84,2694.34,1475.22,1603.13,1583.13,65.29,4.39
Punjab,Onion,Nashik Red,80.6,38.34,1982.09,1077.83,1290.38,1270.38,65.18,1.2
Punjab,Wheat,HD-2967,61.3,38.12,467.22,1680.68,1770.03,1750.03,56.88,4.93
Bihar,Maize,Hybrid-1,39.02,25.27,774.62,885.57,1027.56,1007.56,85.98,1.67
Karnataka,Wheat,HD-2967,35.57,33.56,591.67,1663.77,1728.06,1708.06,76.56,2.53
Karnataka,Rice,Basmati,111.29,24.95,690.16,1699.64,1915.68,1895.68,56.62,1.48
Punjab,Maize,Hybrid-1,58.75,31.94,871.85,1168.94,1296.96,1276.96,41.14,1.45
Karnataka,Onion,Nashik Red,114.11,37.44,2618.83,1205.1,1335.64,1315.64,53.1,4.41
Bihar,Maize,Hybrid-1,93.77,31.91,591.69,1730.54,1944.47,1924.47,79.02,2.54
Karnataka,Rice,Basmati,23.1,37.02,484.73,832.27,993.53,973.53,47.04,4.07
Bihar,Maize,Hybrid-1,8.23,36.1,511.37,1659.75,1798.29,1778.29,70.33,1.07
Maharashtra,Rice,Basmati,24.46,39.91,605.11,1599.31,1817.05,1797.05,42.51,4.39
Tamil Nadu,Tomato,Local Red,29.54,27.94,2133.75,1460.64,1688.65,1668.65,47.98,1.1
Uttar Pradesh,Potato,Kufri Jyoti,127.56,35.38,1768.38,1595.99,1716.37,1696.37,82.59,3.3
Maharashtra,Maize,Hybrid-1,120.64,37.07,1019.47,911.2,1092.4,1072.4,91.23,4.32
Bihar,Wheat,HD-2967,71.18,39.86,982.17,1684.77,1743.94,1723.94,53,3.54
Maharashtra,Rice,Basmati,99.13,32.13,640.93,1310.26,1430.65,1410.65,78,2.58
Bihar,Onion,Nashik Red,64.84,31.98,2791.64,1607.97,1700.15,1680.15,80.85,4.04
Karnataka,Maize,Hybrid-1,100.63,32.85,615.82,1267.95,1474.19,1454.19,44.35,3.68
Uttar Pradesh,Tomato,Local Red,91.92,25.04,1635.35,837.61,974.24,954.24,84.59,3.33
Punjab,Tomato,Local Red,47.96,39.29,2387.55,1280.79,1451.77,1431.77,48.67,4.38
Punjab,Tomato,Local Red,141.77,40.14,1783.54,803.39,946.15,926.15,72.19,3.46
Punjab,Onion,Nashik Red,3.3,37.84,2486.56,1376.25,1448.3,1428.3,77.15,2.05
Tamil Nadu,Potato,Kufri Jyoti,60.94,34.96,1855.08,1504.63,1730.6,1710.6,86.71,1.83
Karnataka,Rice,Basmati,105.03,35.16,551.55,1768.54,1965.42,1945.42,62.88,2.61
Maharashtra,Tomato,Local Red,10.43,32.04,1754.37,949.12,1146.53,1126.53,58.7,2.46
Tamil Nadu,Onion,Nashik Red,63.14,32.04,1894.73,1625.55,1691.02,1671.02,87.75,1.34
Karnataka,Rice,Basmati,55.05,30.96,501.61,1340.22,1434.87,1414.87,59.49,4.97
Karnataka,Wheat,HD-2967,9.69,40.18,797.03,1152.11,1307.43,1287.43,48.49,3.51
Tamil Nadu,Onion,Nashik Red,25.62,28.72,1568.39,1045.03,1232.35,1212.35,47.9,2.83
Bihar,Tomato,Local Red,103.93,29.56,1583.69,803.03,977.67,957.67,56.83,3.09
Uttar Pradesh,Tomato,Local Red,118.37,40.13,1835.33,1679.52,1776.95,1756.95,71.89,4.03
Bihar,Wheat,HD-2967,63.34,36.58,669.96,937.45,1113.38,1093.38,41.31,2.53
Uttar Pradesh,Potato,Kufri Jyoti,92.98,34.27,2424.42,979.66,1183.64,1163.64,44.66,4.08
Bihar,Wheat,HD-2967,28.72,27.38,697.02,1513.63,1621.58,1601.58,89.82,1.8
Uttar Pradesh,Onion,Nashik Red,13.36,26.96,2490,1319.47,1404.1,1384.1,75.75,3.42
Punjab,Potato,Kufri Jyoti,79.96,26.99,1888.29,1116.73,1291.07,1271.07,46.43,4.9
Karnataka,Tomato,Local Red,152.59,34.21,1887.39,1477.04,1667.76,1647.76,78.99,3.03
Tamil Nadu,Onion,Nashik Red,44.96,29.98,2191.99,1637.47,1842.61,1822.61,86.61,4.57
Uttar Pradesh,Tomato,Local Red,58.4,28.11,1803.87,805.21,940.02,920.02,75.57,2.3
Punjab,Maize,Hybrid-1,35.12,35.73,348.93,1797.4,1938.6,1918.6,85.78,4.93
Bihar,Onion,Nashik Red,88,27.69,1615.22,1039.76,1237.62,1217.62,83.86,1.42
Tamil Nadu,Onion,Nashik Red,112.58,29.96,2483.05,1648.94,1767.55,1747.55,47.92,3.19
Karnataka,Potato,Kufri Jyoti,108.71,31.88,2743.84,1301,1456.26,1436.26,41.18,3.94
Bihar,Rice,Basmati,116.89,37.05,529.98,1652.65,1832.95,1812.95,57.21,3.44
Maharashtra,Onion,Nashik Red,68.12,36.64,2604.08,1654.34,1839.69,1819.69,40.53,4.26
Tamil Nadu,Tomato,Local Red,53.27,35.82,1855.7,1207.78,1276.36,1256.36,52.46,4.53
Karnataka,Rice,Basmati,95.76,31.86,354.86,1520.38,1699.42,1679.42,50.44,4.13
Punjab,Wheat,HD-2967,4.31,28.1,412.32,1889.06,2030.47,2010.47,48.33,1.71
Maharashtra,Onion,Nashik Red,82.37,31.91,731.29,992.82,1166.55,1146.55,65.71,4.54
Tamil Nadu,Tomato,Local Red,121.8,35.09,2522.36,875.59,999.26,979.26,85.72,5.07
Bihar,Maize,Hybrid-1,62.53,30.13,610.81,1663.38,1817.79,1797.79,76.12,4.36
Karnataka,Potato,Kufri Jyoti,28.22,26.32,2236.46,836.62,913.97,893.97,47.78,1.29
Punjab,Maize,Hybrid-1,48.54,32.82,631.53,1535.59,1747.08,1727.08,46.32,3.18
Maharashtra,Rice,Basmati,36.51,29.7,495.48,1544.33,1645.22,1625.22,43.59,2.09
Bihar,Onion,Nashik Red,136.22,33.54,1637.65,1145.65,1248.84,1228.84,63.7,3.05
Karnataka,Tomato,Local Red,131.48,30.2,1734.12,826.69,921.16,901.16,65.16,4.61
Uttar Pradesh,Tomato,Local Red,115.8,30.94,2751.2,1280.75,1393.74,1373.74,84.66,4.89
Punjab,Potato,Kufri Jyoti,13.57,28.3,2697.66,1594.51,1712.6,1692.6,83.75,4.63
Tamil Nadu,Wheat,HD-2967,58.27,39.86,890.35,1584.66,1730.9,1710.9,74.98,1.95
Punjab,Maize,Hybrid-1,71.6,27.15,852.55,1401.97,1450.43,1430.43,75.37,1.5
Punjab,Onion,Nashik Red,50.97,30.96,2320.75,1298.05,1468.76,1448.76,89.33,1.7
Punjab,Tomato,Local Red,42.16,30.62,1924.18,1323.98,1483.41,1463.41,52.14,4.29
Punjab,Rice,Basmati,113.07,38.27,859.01,1514.77,1615.1,1595.1,66.44,1.12
Bihar,Onion,Nashik Red,65.35,26.02,2283.68,1593.17,1669.88,1649.88,73.79,1.88
Karnataka,Wheat,HD-2967,134.52,40.2,983.32,1497.31,1608.34,1588.34,68.72,4.13
Uttar Pradesh,Potato,Kufri Jyoti,124.63,25.88,2299.42,849.7,1071.85,1051.85,80.14,4.8
Bihar,Rice,Basmati,132.97,27.33,715.13,1523.22,1713.48,1693.48,73.07,3.42
Karnataka,Rice,Basmati,123.31,31.94,947.43,1555.9,1709.33,1689.33,89.31,4.61
Karnataka,Rice,Basmati,63.88,38.85,790.8,1226.09,1354.76,1334.76,88.41,4.2
Tamil Nadu,Onion,Nashik Red,120.52,32.19,2681.07,826.9,994.19,974.19,69.82,2.68
Punjab,Tomato,Local Red,117.56,29.76,2883.92,1381.24,1608.94,1588.94,60.09,4.93
Tamil Nadu,Wheat,HD-2967,139.42,37.99,530.35,1758.81,1981.48,1961.48,63.21,4.62
Karnataka,Potato,Kufri Jyoti,48.07,35.19,2260.99,1034.38,1216.44,1196.44,83.63,3.05
Karnataka,Wheat,HD-2967,100.05,38.9,857.38,1689.64,1882.01,1862.01,43.19,4.77
Bihar,Rice,Basmati,14.13,25.31,650.95,1455.24,1616.63,1596.63,46.93,4.39
Punjab,Maize,Hybrid-1,124.61,25.1,838.53,1205.34,1366.67,1346.67,40.55,4.12
Bihar,Rice,Basmati,136.88,32.12,428.17,1278.2,1378.51,1358.51,66.33,2.5
Tamil Nadu,Wheat,HD-2967,122.53,39.17,572.89,1012.37,1120.15,1100.15,62.59,3.01
Bihar,Rice,Basmati,5.86,36.16,1025.92,845.56,922.62,902.62,54.22,2.41
Maharashtra,Wheat,HD-2967,18.36,29.48,866.86,870.01,1039.76,1019.76,70.72,2.95
Maharashtra,Onion,Nashik Red,24.43,25.3,2883.07,1736.13,1782.71,1762.71,68.82,1.61
Punjab,Maize,Hybrid-1,100.78,33.06,545.1,1029.49,1118.12,1098.12,73.11,2.33
Uttar Pradesh,Maize,Hybrid-1,129.4,26.6,384.78,1496.47,1624.25,1604.25,71.65,4.17
Karnataka,Onion,Nashik Red,57.11,27.81,2736.09,1179.45,1388.92,1368.92,46.42,3.66
Maharashtra,Potato,Kufri Jyoti,7.91,30.87,2656.71,1581.81,1647.54,1627.54,86.33,4.55
Maharashtra,Rice,Basmati,80.74,37.63,491.12,1736.27,1893.56,1873.56,45.49,1.84
Bihar,Wheat,HD-2967,124.45,26.92,599.45,989.68,1103.02,1083.02,44.69,2.56
Karnataka,Rice,Basmati,127.93,32.22,751.63,901.03,970.24,950.24,44.14,4.98
Maharashtra,Wheat,HD-2967,73.92,30.04,538.91,1598.2,1722.35,1702.35,78.72,1.5
Tamil Nadu,Potato,Kufri Jyoti,126.07,28.11,2011.22,1162.39,1293.3,1273.3,89.18,3.32
Uttar Pradesh,Rice,Basmati,67.95,32.05,731.87,984.55,1208.54,1188.54,63.73,3.81
Bihar,Potato,Kufri Jyoti,108.36,30.35,1658.87,1139.41,1265.03,1245.03,45.66,4.39
Maharashtra,Rice,Basmati,132.82,35.38,590.73,1463.9,1537.01,1517.01,45.95,2.91
Punjab,Potato,Kufri Jyoti,19.56,27.23,1621.02,1381.6,1622.39,1602.39,87.87,3.6
Karnataka,Maize,Hybrid-1,122.44,26.34,491.53,1741.9,1848.35,1828.35,80.64,3.69
Punjab,Onion,Nashik Red,11.79,30.2,1650.44,1219.76,1318.42,1298.42,52.7,4.41
Uttar Pradesh,Wheat,HD-2967,105.69,29.21,1024.09,1006.35,1143.92,1123.92,78.61,1.91
Punjab,Potato,Kufri Jyoti,16.01,27.18,1861.2,1393.11,1516.69,1496.69,81.82,3.6
Tamil Nadu,Wheat,HD-2967,24.54,36.19,1070.34,931.91,1026.32,1006.32,80.72,4.95
Punjab,Onion,Nashik Red,65.29,27.51,2718.88,1484.73,1554.45,1534.45,64.45,4.4
Punjab,Onion,Nashik Red,76.81,38.16,1997.04,1089.01,1264.93,1244.93,65.08,1.25
Punjab,Wheat,HD-2967,55.93,37.73,435,1641.75,1782.19,1762.19,55.76,4.85
Bihar,Maize,Hybrid-1,39.82,25.47,820.99,879.15,1046.26,1026.26,85.31,1.69
Karnataka,Wheat,HD-2967,32.22,34.07,697.47,1639.62,1732.88,1712.88,75.13,2.58
Karnataka,Rice,Basmati,109.57,25.38,615.36,1695.85,1883.48,1863.48,56.04,1.53
Punjab,Maize,Hybrid-1,57.91,31.5,890.99,1163.96,1301.62,1281.62,40.83,1.32
Karnataka,Onion,Nashik Red,119.15,37.94,2654.07,1222.43,1309.74,1289.74,52.76,4.44
Bihar,Maize,Hybrid-1,92.86,31.81,525.1,1737.89,1947.34,1927.34,79.5,2.56
Karnataka,Rice,Basmati,21.99,36.75,423.26,807.98,1007.3,987.3,47.84,4.07
Bihar,Maize,Hybrid-1,9.95,35.94,518.19,1689.36,1789.51,1769.51,69.22,1.15
Maharashtra,Rice,Basmati,28.84,40.22,562.11,1598.99,1827.98,1807.98,40.2,4.29
Tamil Nadu,Tomato,Local Red,29.47,28.07,2119.83,1479.06,1633.63,1613.63,47.46,1.16
Uttar Pradesh,Potato,Kufri Jyoti,133.8,34.81,1674.63,1611.56,1718.12,1698.12,83.86,3.27
Maharashtra,Maize,Hybrid-1,120.73,36.93,1041.08,907.45,1071.15,1051.15,89.08,4.27
Bihar,Wheat,HD-2967,73.4,40.14,953.61,1666.79,1747.89,1727.89,52.9,3.6
Maharashtra,Rice,Basmati,103.93,31.92,711.55,1313.61,1401.8,1381.8,77.16,2.59
Bihar,Onion,Nashik Red,64.71,32.04,2769.95,1624.52,1730.03,1710.03,82.25,4.02
Karnataka,Maize,Hybrid-1,98.3,32.96,733.93,1248.19,1460.02,1440.02,42.94,3.7
Uttar Pradesh,Tomato,Local Red,89.13,25.09,1623.51,851.43,973.39,953.39,83.63,3.46
Punjab,Tomato,Local Red,51.6,38.58,2393.92,1263.54,1464.75,1444.75,49,4.26
Punjab,Tomato,Local Red,145.53,40.29,1673.41,788.03,946.15,926.15,71.56,3.37
Punjab,Onion,Nashik Red,7.19,38.15,2639.22,1346.42,1462.19,1442.19,76.04,2.02
Tamil Nadu,Potato,Kufri Jyoti,65.56,35.07,1849.42,1522.32,1759.23,1739.23,85.15,1.78
Karnataka,Rice,Basmati,104.55,35.03,533.56,1787.71,1935.49,1915.49,63.57,2.63
Maharashtra,Tomato,Local Red,8.81,32.05,1739.78,931.04,1156.58,1136.58,56.92,2.41
Tamil Nadu,Onion,Nashik Red,64.03,31.86,1991.15,1629.59,1716.95,1696.95,89.28,1.3
Karnataka,Rice,Basmati,54.02,30.78,446.3,1306.38,1484.68,1464.68,59.88,4.98
Karnataka,Wheat,HD-2967,5.6,39.9,773.12,1101.93,1272.85,1252.85,47.88,3.51
Tamil Nadu,Onion,Nashik Red,29.68,29.06,1494.92,1031.08,1236.68,1216.68,48.2,2.82
Bihar,Tomato,Local Red,108.19,29.76,1652.63,802.7,1007.11,987.11,58.1,3.13
Uttar Pradesh,Tomato,Local Red,117.59,40.02,1817.23,1691.63,1797.64,1777.64,71.31,3.86
Bihar,Wheat,HD-2967,61.65,37.09,539.04,940.6,1097.64,1077.64,42.07,2.79
Uttar Pradesh,Potato,Kufri Jyoti,86.18,34.15,2390.12,983.49,1198.9,1178.9,47.06,4.06
Bihar,Wheat,HD-2967,25.52,26.82,682.71,1504.88,1635.7,1615.7,88.83,1.67
Uttar Pradesh,Onion,Nashik Red,13.91,26.9,2528.15,1310.43,1425.69,1405.69,76.41,3.41
Punjab,Potato,Kufri Jyoti,82.72,26.99,1885.62,1154.33,1313.21,1293.21,48.4,4.93
Karnataka,Tomato,Local Red,146.87,33.93,1838.02,1460.72,1676.03,1656.03,78.31,2.98
Tamil Nadu,Onion,Nashik Red,43.94,30.01,2150.9,1675.73,1830.91,1810.91,86.94,4.42
Uttar Pradesh,Tomato,Local Red,56.65,28,1710.91,800.03,928.1,908.1,75.49,2.22
Punjab,Maize,Hybrid-1,32.38,36.16,464.62,1784,1972.73,1952.73,85.95,4.9
Bihar,Onion,Nashik Red,88.05,27.99,1643.85,1028.21,1251.23,1231.23,84.49,1.49
Tamil Nadu,Onion,Nashik Red,120.87,30.1,2446.29,1660.38,1755.96,1735.96,46.5,3.23
Karnataka,Potato,Kufri Jyoti,104.75,32.06,2658.9,1292.81,1435.05,1415.05,41.59,3.92
Bihar,Rice,Basmati,119,37.33,569.1,1664.32,1824.41,1804.41,57.65,3.61
Maharashtra,Onion,Nashik Red,69.02,37.01,2654.95,1656.72,1847.06,1827.06,39.53,4.31
Tamil Nadu,Tomato,Local Red,53,35.94,1796.15,1156.47,1276.08,1256.08,50.95,4.49
Karnataka,Rice,Basmati,95.28,31.91,491.32,1548.22,1708.35,1688.35,50.1,4.1
Punjab,Wheat,HD-2967,11.86,27.75,511.58,1914.8,2025.81,2005.81,48.73,1.49
Maharashtra,Onion,Nashik Red,85.57,31.82,852.53,1007.24,1137.04,1117.04,64.62,4.64
Tamil Nadu,Tomato,Local Red,115.85,35.13,2472.67,891.77,1028.08,1008.08,86.16,4.95
Bihar,Maize,Hybrid-1,60.61,30.18,567.31,1687.67,1824.09,1804.09,77.32,4.35
Karnataka,Potato,Kufri Jyoti,25.55,25.96,2231.03,793.08,913.36,893.36,47.19,1.37
Punjab,Maize,Hybrid-1,54.6,32.92,613.11,1527.33,1748.13,1728.13,44.63,3.18
Maharashtra,Rice,Basmati,35.1,30.3,476.37,1575.34,1632.75,1612.75,42.55,2.12
Bihar,Onion,Nashik Red,137.21,34.26,1675.66,1164.57,1281.08,1261.08,62.44,3.14
Karnataka,Tomato,Local Red,126.7,30.01,1737.42,807.42,901.79,881.79,65.02,4.59
Uttar Pradesh,Tomato,Local Red,117.97,31.07,2815.62,1272.74,1420.27,1400.27,84.27,4.89
Punjab,Potato,Kufri Jyoti,12.44,28.09,2762.15,1629.48,1736.97,1716.97,83.93,4.64
Tamil Nadu,Wheat,HD-2967,56.71,39.96,915.54,1593.52,1725.12,1705.12,73.67,2.06
Punjab,Maize,Hybrid-1,72.19,26.62,831.4,1373.1,1450.32,1430.32,74.62,1.45
Punjab,Onion,Nashik Red,51.2,31.2,2344.02,1319.88,1453.18,1433.18,88.9,1.82
Punjab,Tomato,Local Red,40.16,30.87,1890.42,1310.37,1478.95,1458.95,53.5,4.27
Punjab,Rice,Basmati,115.7,38.21,867.72,1533.97,1632.17,1612.17,68.01,1
Bihar,Onion,Nashik Red,65.87,25.65,2309.26,1622.15,1690.93,1670.93,76.69,1.87
Karnataka,Wheat,HD-2967,133.22,39.89,918.52,1514.33,1620.46,1600.46,68.18,4.05
Uttar Pradesh,Potato,Kufri Jyoti,120.33,26.23,2359.3,850.6,1092.83,1072.83,80.76,4.77
Bihar,Rice,Basmati,128.85,26.78,634.66,1517.6,1717.12,1697.12,74.21,3.41
Karnataka,Rice,Basmati,126.67,31.81,988.43,1539.08,1696.19,1676.19,88.43,4.51
Karnataka,Rice,Basmati,63.41,38.87,819.92,1228.76,1365.25,1345.25,88.89,4.16
Tamil Nadu,Onion,Nashik Red,124.22,32.23,2604.38,836.67,995.52,975.52,69.59,2.49
Punjab,Tomato,Local Red,118.09,29.96,2912.31,1418.94,1610.01,1590.01,58.03,4.85
Tamil Nadu,Wheat,HD-2967,137.71,37.99,446.31,1751.32,1958.13,1938.13,62.5,4.65
Karnataka,Potato,Kufri Jyoti,50.29,34.78,2327.49,1001.24,1217.02,1197.02,83.06,3.06
Karnataka,Wheat,HD-2967,98.43,38.74,881.27,1698.64,1876.93,1856.93,42.9,4.96
